ds,y,open,high,low,vol.,change %,lag1_y,lag1_open,lag1_vol,lag1_change_pct,lag2_y,lag2_open,lag2_vol,lag2_change_pct,lag3_y,lag3_open,lag3_vol,lag3_change_pct,lag4_y,lag4_open,lag4_vol,lag4_change_pct,lag5_y,lag5_open,lag5_vol,lag5_change_pct,lag6_y,lag6_open,lag6_vol,lag6_change_pct,lag7_y,lag7_open,lag7_vol,lag7_change_pct,SMA_7_days,EMA_7_days,SMA_1_month,EMA_1_month,SMA_3_months,EMA_3_months,SMA_6_months,EMA_6_months,EMA_1_day,SMA_1_day
2015-07-22,276.5,275.1,277.4,273.1,41970.0,0.5,275.1,277.7,49050.0,-0.93,277.7,273.2,46600.0,1.65,273.2,274.0,30200.0,-0.32,274.0,279.6,55340.0,-1.99,279.6,276.6,62120.0,1.1,276.6,283.4,121320.0,-2.41,283.4,287.0,59580.0,-1.23,276.09999999999997,278.71181335449216,0.0,294.90207279210466,0.0,304.15775137894303,0.0,307.12009904095646,276.5,276.5
2015-07-23,275.5,276.5,277.9,274.5,35660.0,-0.34,276.5,275.1,41970.0,0.5,275.1,277.7,49050.0,-0.93,277.7,273.2,46600.0,1.65,273.2,274.0,30200.0,-0.32,274.0,279.6,55340.0,-1.99,279.6,276.6,62120.0,1.1,276.6,283.4,121320.0,-2.41,275.9428571428571,277.9088600158691,0.0,293.650326160356,0.0,303.52791068929594,0.0,306.7707056813879,275.5,275.5
2015-07-24,288.4,275.5,289.8,274.3,74360.0,4.66,275.5,276.5,35660.0,-0.34,276.5,275.1,41970.0,0.5,275.1,277.7,49050.0,-0.93,277.7,273.2,46600.0,1.65,273.2,274.0,30200.0,-0.32,274.0,279.6,55340.0,-1.99,279.6,276.6,62120.0,1.1,277.2,280.5316450119018,0.0,293.311595440333,0.0,303.195429135685,0.0,306.5677144583891,288.4,288.4
2015-07-25,288.7,288.4,291.2,284.7,41650.0,0.13,288.4,275.5,74360.0,4.66,275.5,276.5,35660.0,-0.34,276.5,275.1,41970.0,0.5,275.1,277.7,49050.0,-0.93,277.7,273.2,46600.0,1.65,273.2,274.0,30200.0,-0.32,274.0,279.6,55340.0,-1.99,279.3,282.5737337589263,0.0,293.01407315385995,0.0,302.87684827556006,0.0,306.3702811494566,288.7,288.7
2015-07-26,291.8,288.7,293.3,286.8,30990.0,1.05,288.7,288.4,41650.0,0.13,288.4,275.5,74360.0,4.66,275.5,276.5,35660.0,-0.34,276.5,275.1,41970.0,0.5,275.1,277.7,49050.0,-0.93,277.7,273.2,46600.0,1.65,273.2,274.0,30200.0,-0.32,281.95714285714286,284.88030031919476,0.0,292.93574585361097,0.0,302.6334010607126,0.0,306.2092835676947,291.8,291.8
2015-07-27,293.0,291.8,295.8,285.4,69710.0,0.42,291.8,288.7,30990.0,1.05,288.7,288.4,41650.0,0.13,288.4,275.5,74360.0,4.66,275.5,276.5,35660.0,-0.34,276.5,275.1,41970.0,0.5,275.1,277.7,49050.0,-0.93,277.7,273.2,46600.0,1.65,284.14285714285717,286.9102252393961,0.0,292.93989128241026,0.0,302.4216779604771,0.0,306.06332463324503,293.0,293.0
2015-07-28,293.7,293.0,296.7,291.7,49070.0,0.24,293.0,291.8,69710.0,0.42,291.8,288.7,30990.0,1.05,288.7,288.4,41650.0,0.13,288.4,275.5,74360.0,4.66,275.5,276.5,35660.0,-0.34,276.5,275.1,41970.0,0.5,275.1,277.7,49050.0,-0.93,286.8,288.60766892954706,0.0,292.9889305545128,0.0,302.2299927305765,0.0,305.92671331133073,293.7,293.7
2015-07-29,288.4,293.7,294.7,286.9,50670.0,-1.81,293.7,293.0,49070.0,0.24,293.0,291.8,69710.0,0.42,291.8,288.7,30990.0,1.05,288.7,288.4,41650.0,0.13,288.4,275.5,74360.0,4.66,275.5,276.5,35660.0,-0.34,276.5,275.1,41970.0,0.5,288.49999999999994,288.5557516971603,0.0,292.69287051873783,0.0,301.926036846388,0.0,305.73304797087405,288.4,288.4
2015-07-30,287.0,288.4,289.9,284.9,44790.0,-0.47,288.4,293.7,50670.0,-1.81,293.7,293.0,49070.0,0.24,293.0,291.8,69710.0,0.42,291.8,288.7,30990.0,1.05,288.7,288.4,41650.0,0.13,288.4,275.5,74360.0,4.66,275.5,276.5,35660.0,-0.34,290.14285714285717,288.1668137728702,0.0,292.325588549787,0.0,301.5979920805333,0.0,305.52605296567106,287.0,287.0
2015-07-31,283.7,287.0,288.7,280.8,49210.0,-1.15,287.0,288.4,44790.0,-0.47,288.4,293.7,50670.0,-1.81,293.7,293.0,49070.0,0.24,293.0,291.8,69710.0,0.42,291.8,288.7,30990.0,1.05,288.7,288.4,41650.0,0.13,288.4,275.5,74360.0,4.66,289.4714285714286,287.0501103296527,0.0,291.7690989659298,0.0,301.20462961722484,0.0,305.2848811096968,283.7,283.7
2015-08-01,280.5,283.7,284.5,276.3,39430.0,-1.15,283.7,287.0,49210.0,-1.15,287.0,288.4,44790.0,-0.47,288.4,293.7,50670.0,-1.81,293.7,293.0,49070.0,0.24,293.0,291.8,69710.0,0.42,291.8,288.7,30990.0,1.05,288.7,288.4,41650.0,0.13,288.3,285.4125827472395,0.0,291.0420603229666,0.0,300.7495828124507,0.0,305.0110150200869,280.5,280.5
2015-08-02,281.4,280.5,282.5,275.9,35670.0,0.32,280.5,283.7,39430.0,-1.15,283.7,287.0,49210.0,-1.15,287.0,288.4,44790.0,-0.47,288.4,293.7,50670.0,-1.81,293.7,293.0,49070.0,0.24,293.0,291.8,69710.0,0.42,291.8,288.7,30990.0,1.05,286.8142857142857,284.40943706042964,0.0,290.4199919150333,0.0,300.3243172561331,0.0,304.7501198264948,281.4,281.4
